,Arolla / Météo1 (Arolla - Température - C°),C: Arolla / Météo1 (Arolla - Température - C°) (1. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (2. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (3. Année précédente),C: Arolla / Météo1 (Arolla - Température - C°) (4. Année précédente)
9/7/2019 23:00,3.031,5.281,2.919,8.617827,1.243678
9/7/2019 23:15,2.9232,5.281,2.919,8.15,1.062
9/7/2019 23:30,2.919,5.073183,2.919,7.9375,1.062
9/7/2019 23:45,2.919,4.944,2.919,7.7,0.856789
9/8/2019 0:00,2.919,4.944,2.745717,6.8,0.556
9/8/2019 0:15,2.919,4.646311,2.638,6.8,0.556
9/8/2019 0:30,2.919,4.55,2.366328,6.8,0.556
9/8/2019 0:45,2.919,4.485,2.019,6.8,0.556
9/8/2019 1:00,2.919,4.1,2.019,6.5275,0.449017
9/8/2019 1:15,2.919,4.1,2.019,6.35,0.163
9/8/2019 1:30,2.919,4.1,2.019,6.35,0.163
9/8/2019 1:45,2.919,4.1,1.737333,6.1975,0.163
9/8/2019 2:00,2.919,4.1,1.512,5.9,0.163
9/8/2019 2:15,2.919,4.1,1.512,5.9,0.163
9/8/2019 2:30,2.919,4.069355,1.512,5.9,0.163
9/8/2019 2:45,2.919,3.706,1.365967,5.9,-0.064167
9/8/2019 3:00,2.919,3.706,1.175,5.9,-0.119
9/8/2019 3:15,2.919,3.706,1.175,5.9,-0.119
9/8/2019 3:30,2.76445,3.5185,1.175,5.9,-0.119
9/8/2019 3:45,2.638,3.256,1.175,5.9,-0.187133
9/8/2019 4:00,2.638,3.256,1.175,5.9,-0.287
9/8/2019 4:15,2.638,3.256,1.175,5.9,-0.287
9/8/2019 4:30,2.638,2.9485,0.9225,5.447278,-0.287
9/8/2019 4:45,2.638,2.806,0.725,5.338,-0.307367
9/8/2019 5:00,2.638,2.806,0.725,5.338,-0.569
9/8/2019 5:15,2.600417,2.806,0.725,5.338,-0.569
9/8/2019 5:30,2.187,2.777917,0.725,5.338,-0.569
9/8/2019 5:45,2.187,2.469,0.822356,5.338,-0.569
9/8/2019 6:00,2.187,2.469,1.062,5.338,-0.569
9/8/2019 6:15,2.187,2.469,0.980478,5.474672,-0.569
9/8/2019 6:30,1.6823,2.1315,0.556,5.675,-0.654833
9/8/2019 6:45,1.569,2.019,0.5935,5.675,-1.187
9/8/2019 7:00,1.569,2.019,1.006,5.675,-1.187
9/8/2019 7:15,1.72355,2.019,1.006,5.583928,-1.187
9/8/2019 7:30,1.85,2.019,1.006,5.506,-1.187
9/8/2019 7:45,1.85,2.019,1.111,5.506,-1.187
9/8/2019 8:00,1.85,1.941783,1.456,5.506,-1.187
9/8/2019 8:15,1.85,1.906,1.456,5.306811,-1.187
9/8/2019 8:30,0.850967,1.906,1.773656,5.112,-0.896617
9/8/2019 8:45,0.388,1.906,1.962,5.112,-0.794
9/8/2019 9:00,0.388,1.744989,2.185528,5.651906,-0.715806
9/8/2019 9:15,0.983367,1.569,2.581,5.731,-0.231
9/8/2019 9:30,1.062,1.569,2.581,5.731,-0.231
9/8/2019 9:45,1.062,1.712367,3.003356,5.7935,-0.097478
9/8/2019 10:00,1.062,4.428711,4.991861,9.555856,1.968161
9/8/2019 10:15,1.062,8.767034,7.341845,15.366416,4.665155
9/8/2019 10:30,1.549988,10.992322,9.767099,17.243456,9.021793
9/8/2019 10:45,2.469,12.933911,11.478377,19.333384,13.746411
9/8/2019 11:00,3.429767,14.2617,13.459689,22.305561,15.39325
9/8/2019 11:15,4.209617,15.352544,13.831,23.547499,15.912
9/8/2019 11:30,5.056,16.080999,13.831,23.257355,16.708721
9/8/2019 11:45,5.45805,16.645254,14.9,23.096989,13.967811
9/8/2019 12:00,4.754117,17.261999,14.9,23.506001,12.481
9/8/2019 12:15,3.296683,17.261999,15.206061,23.506001,16.091978
9/8/2019 12:30,4.033517,17.261999,15.519,22.682444,17.319
9/8/2019 12:45,6.012037,17.93775,15.519,20.911999,17.489161
9/8/2019 13:00,6.48525,18.163,15.519,19.962,17.6
9/8/2019 13:15,6.744,19.062,15.519,23.358189,17.654722
9/8/2019 13:30,6.017083,19.411734,16.419001,21.732645,17.993999
9/8/2019 13:45,4.325,19.794001,16.419001,24.881231,17.993999
9/8/2019 14:00,3.645433,19.890211,16.057068,26.038,18.116499
9/8/2019 14:15,1.678483,21.031,15.687,26.038,18.444
9/8/2019 14:30,1.5266,21.031,15.687,25.497133,18.444
9/8/2019 14:45,2.244,21.031,15.219,25.306,18.837
9/8/2019 15:00,2.244,21.031,16.194,24.238001,18.837
9/8/2019 15:15,3.597275,21.031,16.194,23.498983,18.524967
9/8/2019 15:30,3.129533,21.374634,16.194,23.281,17.319
9/8/2019 15:45,2.806,21.538,16.194,23.153967,16.840403
9/8/2019 16:00,2.566867,21.538,16.194,22.663,16.812
9/8/2019 16:15,1.962,21.538,16.194,21.727709,16.615749
9/8/2019 16:30,2.4134,21.538,16.194,21.957039,16.587
9/8/2019 16:45,2.694,21.538,15.889417,22.325001,13.144511
9/8/2019 17:00,3.786683,19.2717,15.121712,18.986706,10.411056
9/8/2019 17:15,3.931,14.163578,12.6614,15.9461,9.393239
9/8/2019 17:30,3.931,12.819,11.75,15.530294,8.656
9/8/2019 17:45,3.037067,11.843987,10.88375,14.956,8.656
9/8/2019 18:00,2.919,10.9338,10.85,14.171,8.240745
9/8/2019 18:15,2.398533,10.738,10.706634,13.819866,8.094
9/8/2019 18:30,2.075,10.738,10.259583,13.044,7.818239
9/8/2019 18:45,2.075,10.738,9.331,12.409222,7.081
9/8/2019 19:00,2.075,10.738,8.801784,12.256,6.953967
9/8/2019 19:15,1.8575,9.8255,8.1926,11.244,6.463
9/8/2019 19:30,1.625,8.739983,7.644,10.789178,6.129427
9/8/2019 19:45,1.625,8.197021,7.0462,10.249739,5.844
9/8/2019 20:00,1.4375,7.7,6.612333,9.669,5.789278
9/8/2019 20:15,1.175,7.415,6.013,9.400766,5.45
9/8/2019 20:30,1.175,7.025,6.013,9.05,5.45
9/8/2019 20:45,1.175,7.025,5.629933,9.05,5.45
9/8/2019 21:00,1.175,6.6125,5.506,8.656,5.45
9/8/2019 21:15,1.175,6.35,5.056,8.656,5.45
9/8/2019 21:30,1.175,6.35,5.056,8.656,5.413455
9/8/2019 21:45,0.877317,6.35,5.16475,8.656,4.944
9/8/2019 22:00,0.838,6.293089,5.731,8.656,4.571889
9/8/2019 22:15,0.838,5.956,5.640456,8.656,4.156
9/8/2019 22:30,0.838,5.956,5.169,8.390741,4.156
9/8/2019 22:45,0.838,5.956,5.169,8.375,3.970417
9/8/2019 23:00,0.838,5.651,5.169,8.6175,3.763
9/8/2019 23:15,0.838,5.506,5.169,8.825,3.763
9/8/2019 23:30,0.838,5.506,5.169,8.326362,3.667433
9/8/2019 23:45,0.838,5.506,5.169,8.169456,3.481
9/9/2019 0:00,0.838,5.506,5.169,7.7,3.634261
9/9/2019 0:15,0.838,5.506,5.069,7.7,4.044
9/9/2019 0:30,0.838,5.506,5.973383,7.531494,4.044
9/9/2019 0:45,0.838,5.506,9.846769,7.081,4.044
9/9/2019 1:00,0.838,5.506,8.431334,7.081,4.044
9/9/2019 1:15,0.838,5.481733,7.070133,7.081,4.362122
9/9/2019 1:30,0.81265,5.338,6.519,7.081,4.166761
9/9/2019 1:45,0.669,5.338,5.58371,7.081,3.594
9/9/2019 2:00,0.669,5.338,5.562,7.91225,3.177894
9/9/2019 2:15,0.669,5.123489,5.562,8.206,2.975
9/9/2019 2:30,0.58455,4.944,5.471456,8.206,2.668589
9/9/2019 2:45,0.106,4.944,5,8.206,2.469
9/9/2019 3:00,0.106,4.944,5,8.206,2.469
9/9/2019 3:15,0.1295,4.944,6.656111,8.206,2.469
9/9/2019 3:30,0.388,4.944,9.715349,8.068255,1.884676
9/9/2019 3:45,0.388,4.944,10.4,7.7,1.85
9/9/2019 4:00,0.388,4.675056,10.4,7.7,1.85
9/9/2019 4:15,0.388,4.662,10.4,7.960238,1.792239
9/9/2019 4:30,0.388,4.662,10.672678,7.852205,1.569
9/9/2019 4:45,0.388,4.502861,10.906,7.138,1.835706
9/9/2019 5:00,0.388,4.325,10.317028,6.797072,2.356
9/9/2019 5:15,0.179567,4.325,9.275,6.5188,2.356
9/9/2019 5:30,0.05,4.325,9.912499,6.013,2.356
9/9/2019 5:45,0.05,4.325,10.4,6.013,2.356
9/9/2019 6:00,-0.298033,4.325,10.871128,5.844494,2.356
9/9/2019 6:15,-0.344,4.186044,11.019,5.394,2.356
9/9/2019 6:30,-0.344,3.987,10.883022,5.394,2.356
9/9/2019 6:45,-0.344,3.987,10.175,5.087589,2.382917
9/9/2019 7:00,-0.790967,3.987,10.58,4.888,2.413
9/9/2019 7:15,-0.85,3.987,10.625,4.888,2.27425
9/9/2019 7:30,-0.892167,3.987,10.625,4.867633,1.738
9/9/2019 7:45,-1.356,3.987,10.448594,4.606,1.738
9/9/2019 8:00,-1.356,3.987,10.396466,4.606,1.738
9/9/2019 8:15,-1.356,4.215734,11.131,4.861,1.738
9/9/2019 8:30,-1.356,4.269,11.131,5.056,1.738
9/9/2019 8:45,-1.356,4.269,11.131,5.056,1.818783
9/9/2019 9:00,-1.356,4.269,10.802933,5.092545,2.131
9/9/2019 9:15,-1.17065,4.606,8.725,5.562,2.131
9/9/2019 9:30,-1.019,4.946928,6.6596,5.562,2.258239
9/9/2019 9:45,-1.019,5.169,6.519,5.562,2.75
9/9/2019 10:00,0.7135,8.405167,6.519,8.825461,4.611394
9/9/2019 10:15,4.432883,12.522578,6.519,15.014106,7.61225
9/9/2019 10:30,6.25145,14.723737,6.783184,17.332762,11.635878
9/9/2019 10:45,6.846416,14.878933,7.362,20.180956,15.910533
9/9/2019 11:00,8.6,15.969,7.812,22.840704,17.712
9/9/2019 11:15,8.746178,16.349384,7.812,23.955999,17.897205
9/9/2019 11:30,9.106,16.756001,7.812,23.854471,18.339529
9/9/2019 11:45,10.109422,18.106001,7.812,23.225,15.055539
9/9/2019 12:00,10.794,18.725056,7.812,24.05654,13.495999
9/9/2019 12:15,10.898933,19.43775,7.812,23.472958,16.238522
9/9/2019 12:30,11.581,20.243999,7.812,23.450001,17.518999
9/9/2019 12:45,11.8514,20.243999,7.553633,23.866106,17.993999
9/9/2019 13:00,12.088,20.746078,7.369933,24.069,18.22275
9/9/2019 13:15,12.088,20.863001,7.081,24.069,18.669001
9/9/2019 13:30,12.474639,21.120501,7.081,23.284,18.669001
9/9/2019 13:45,12.537,21.481001,7.475,23.169001,18.669001
9/9/2019 14:00,12.537,21.249956,7.475,23.169001,18.669001
9/9/2019 14:15,13.044,20.919001,7.475,23.506001,18.669001
9/9/2019 14:30,13.044,21.380251,7.475,23.506001,19.154001
9/9/2019 14:45,12.5926,21.594,7.475,23.947344,17.655411
9/9/2019 15:00,12.898251,21.594,6.842,24.011999,15.472112
9/9/2019 15:15,13.719,21.594,6.631,23.620399,15.365723
9/9/2019 15:30,13.508166,22.143999,6.2885,22.944,13.797762
9/9/2019 15:45,13.213,22.493999,6.181,22.944,13.719
9/9/2019 16:00,12.553783,22.493999,6.181,22.944,13.719
9/9/2019 16:15,10.851683,21.309,5.331222,22.944,13.719
9/9/2019 16:30,10.681,19.3279,4.682156,22.692961,13.337749
9/9/2019 16:45,10.681,17.069468,4.437,22.325001,12.594
9/9/2019 17:00,11.1452,16.167645,3.727659,20.860622,11.244
9/9/2019 17:15,8.587884,16.085634,3.706,16.079388,11.244
9/9/2019 17:30,7.419,15.238,3.15775,14.306967,10.790251
9/9/2019 17:45,7.419,14.598845,2.843711,14.011333,10.569
9/9/2019 18:00,7.143375,14.45,2.131,13.381,10.569
9/9/2019 18:15,6.86775,13.800222,0.931,13.084538,10.264
9/9/2019 18:30,6.744,13.2565,0.781,12.580956,9.669
9/9/2019 18:45,5.787,12.303288,0.511,11.694,9.669
9/9/2019 19:00,5.35415,11.75,0.331,11.089,8.872279
9/9/2019 19:15,5,11.157078,0.331,10.719578,8.144039
9/9/2019 19:30,4.213,10.559489,0.331,10.006,7.526317
9/9/2019 19:45,3.777517,10.105,0.2274,9.896694,6.969
9/9/2019 20:00,3.19395,9.275,0.163,9.219,6.800494
9/9/2019 20:15,2.525,9.275,0.163,9.18775,6.35
9/9/2019 20:30,2.525,8.656,0.163,8.994,6.046606
9/9/2019 20:45,2.525,8.515445,0.163,8.994,5.787
9/9/2019 21:00,2.415367,8.15,0.163,8.994,5.42325
9/9/2019 21:15,2.019,8.15,0.163,8.994,5.112
9/9/2019 21:30,2.019,7.755,0.428259,8.994,4.381
9/9/2019 21:45,1.67855,7.7,0.444,8.937089,4.171566
9/9/2019 22:00,1.4,7.7,0.444,8.206,3.763
9/9/2019 22:15,1.4,7.852989,0.444,8.206,3.726383
9/9/2019 22:30,1.4,7.981,0.444,8.206,3.256
9/9/2019 22:45,1.4,7.981,0.444,8.127945,3.256
9/9/2019 23:00,2.131,7.981,0.444,7.644,3.256
9/9/2019 23:15,2.131,7.981,0.444,7.644,2.912344
9/9/2019 23:30,2.581,7.981,0.444,7.644,2.862
9/9/2019 23:45,2.581,7.981,0.444,7.644,2.862
9/10/2019 0:00,2.122033,7.981,0.444,7.644,2.862
9/10/2019 0:15,2.37025,8.15,0.444,7.112538,2.862
9/10/2019 0:30,2.862,8.15,0.444,7.081,3.31825
9/10/2019 0:45,2.862,8.15,0.444,7.081,3.987
9/10/2019 1:00,2.862,7.7525,0.444,7.081,3.987
9/10/2019 1:15,3.01575,7.7,0.518933,7.081,3.987
9/10/2019 1:30,3.087,7.7,0.725,6.603345,3.987
9/10/2019 1:45,3.087,7.7,0.725,6.575,2.919
9/10/2019 2:00,3.087,8.431,0.725,6.575,2.919
9/10/2019 2:15,2.599975,8.431,0.785,6.575,2.281812
9/10/2019 2:30,2.581,8.431,0.95,6.575,2.244
9/10/2019 2:45,2.581,8.431,0.95,6.575,2.244
9/10/2019 3:00,2.581,8.431,0.95,6.575,2.244
9/10/2019 3:15,2.581,8.431,0.95,6.575,2.244
9/10/2019 3:30,2.721833,8.225056,0.987556,6.255934,2.244
9/10/2019 3:45,2.919,8.094,1.119,6.237,2.244
9/10/2019 4:00,2.775633,7.90275,1.119,6.237,1.926611
9/10/2019 4:15,2.413,7.419,1.119,6.146467,1.85
9/10/2019 4:30,2.413,7.419,1.119,6.069,1.85
9/10/2019 4:45,2.291017,6.764,1.119,6.069,1.88125
9/10/2019 5:00,1.85,6.744,1.119,6.05275,2.075
9/10/2019 5:15,1.427017,6.76275,1.119,5.844,2.394172
9/10/2019 5:30,1.231,6.969,1.119,5.844,2.862
9/10/2019 5:45,0.96245,6.969,1.119,5.844,3.202928
9/10/2019 6:00,0.838,6.32525,1.119,5.844,3.425
9/10/2019 6:15,0.838,6.294,1.288,5.844,3.008894
9/10/2019 6:30,0.838,6.019,1.288,5.75275,2.655739
9/10/2019 6:45,0.838,5.844,1.288,5.619,2.075
9/10/2019 7:00,0.838,5.844,1.288,5.619,2.075
9/10/2019 7:15,2.567317,5.746867,1.288,5.619,2.028194
9/10/2019 7:30,5.16125,5.562,1.288,5.619,1.738
9/10/2019 7:45,5.987783,5.817283,1.288,5.619,1.738
9/10/2019 8:00,6.237,6.463,1.288,5.619,1.738
9/10/2019 8:15,6.237,6.463,1.672085,5.698333,1.738
9/10/2019 8:30,6.237,6.463,1.681,5.787,1.738
9/10/2019 8:45,6.58345,6.463,2.379645,6.230267,1.738
9/10/2019 9:00,6.744,6.923067,3.375,6.519,1.863
9/10/2019 9:15,7.151933,7.410289,3.65,6.519,2.825361
9/10/2019 9:30,7.588,8.037,3.65,6.6715,4.354772
9/10/2019 9:45,8.02085,8.037,3.65,6.969,5.534511
9/10/2019 10:00,8.375,9.647311,4.368817,10.635439,7.069422
9/10/2019 10:15,8.77705,12.547733,5.135911,17.712133,9.26475
9/10/2019 10:30,9.691833,14.130911,5.2869,21.582251,12.098352
9/10/2019 10:45,10.512,15.238,5.844,23.004623,15.084605
9/10/2019 11:00,10.512,16.339684,5.844,23.225,14.076361
9/10/2019 11:15,10.512,17.669813,6.373039,23.225,13.289952
9/10/2019 11:30,10.512,18.267616,6.631,23.225,14.009001
9/10/2019 11:45,10.71935,18.884079,6.631,23.225,13.857878
9/10/2019 12:00,11.0161,19.4,7.171,23.225,14.583489
9/10/2019 12:15,10.175,19.4,8.0485,22.775,15.969
9/10/2019 12:30,10.175,19.448145,11.3056,24.011999,16.313917
9/10/2019 12:45,10.175,20.018999,11.525,24.011999,14.750539
9/10/2019 13:00,10.871067,20.018999,11.525,24.465528,12.86975
9/10/2019 13:15,11.316317,20.018999,11.525,24.491507,17.60734
9/10/2019 13:30,11.694,20.406712,10.283628,25.731556,16.25
9/10/2019 13:45,10.93555,20.975,9.894,26.038,14.855294
9/10/2019 14:00,10.906,21.841249,10.711911,25.704428,14.901
9/10/2019 14:15,10.906,21.875,11.806,24.621889,13.625855
9/10/2019 14:30,10.906,21.805521,11.046178,23.731001,16.981249
9/10/2019 14:45,10.906,21.705999,9.669,23.869751,15.156878
9/10/2019 15:00,10.906,21.705999,10.929,24.406,11.741567
9/10/2019 15:15,11.040116,22.132421,10.080889,21.282667,11.269773
9/10/2019 15:30,11.525,22.687901,9.371612,21.823006,14.1636
9/10/2019 15:45,11.525,21.761999,8.6,20.532072,14.681005
9/10/2019 16:00,11.525,21.060299,7.615122,17.569901,13.173584
9/10/2019 16:15,11.525,18.520634,7.686,17.488001,10.662617
9/10/2019 16:30,11.157499,16.813499,8.297934,16.261751,9.894
9/10/2019 16:45,11.075,18.179855,8.6,14.984639,9.30525
9/10/2019 17:00,10.985916,20.008289,8.6,14.45,9.219
9/10/2019 17:15,10.006,14.994509,8.6,14.490589,8.6
9/10/2019 17:30,9.798882,13.719,7.428333,15.012,8.6
9/10/2019 17:45,9.275,13.447577,7.194,15.420751,7.756
9/10/2019 18:00,8.90375,12.931,6.915627,15.687,8.154555
9/10/2019 18:15,8.6,12.931,6.631,14.971839,7.932856
9/10/2019 18:30,8.29035,12.018499,6.631,14.41666,7.362
9/10/2019 18:45,8.037,11.311,6.631,13.060772,7.134078
9/10/2019 19:00,7.547866,10.827289,6.631,12.256,6.8
9/10/2019 19:15,7.025,9.894,6.631,11.300691,6.8
9/10/2019 19:30,6.375312,9.7515,6.091,10.759,6.590228
9/10/2019 19:45,5.523533,9.219,5.598622,10.147284,6.181
9/10/2019 20:00,5.203883,8.789001,5.225,9.387,5.764894
9/10/2019 20:15,4.719,8.319,5.225,9.387,5.460472
9/10/2019 20:30,4.719,8.319,4.888,9.330067,4.831
9/10/2019 20:45,4.719,7.939775,4.888,9.219,4.831
9/10/2019 21:00,4.3215,7.925,4.888,9.219,4.831
9/10/2019 21:15,4.269,7.925,4.568966,9.219,4.611466
9/10/2019 21:30,4.109483,7.380811,4.325,8.765472,3.763
9/10/2019 21:45,3.706,7.194,3.771339,8.656,3.489783
9/10/2019 22:00,3.706,7.194,3.706,8.656,3.256
9/10/2019 22:15,3.706,7.194,3.320938,8.656,3.256
9/10/2019 22:30,3.90475,7.194,3.312,8.656,3.256
9/10/2019 22:45,3.931,7.194,3.312,8.656,2.882122
9/10/2019 23:00,3.931,7.194,3.312,8.656,2.859444
9/10/2019 23:15,3.931,7.194,3.312,8.656,3.538
9/10/2019 23:30,3.931,6.979,3.312,8.656,3.538
9/10/2019 23:45,3.931,6.744,3.312,8.656,2.75
9/11/2019 0:00,3.931,6.744,3.971688,8.656,2.75
9/11/2019 0:15,3.931,6.744,3.987,8.540478,2.537678
9/11/2019 0:30,3.931,6.744,3.987,8.094,2.356
9/11/2019 0:45,3.931,6.744,3.987,7.95525,2.1435
9/11/2019 1:00,4.0885,6.65925,3.987,7.419,1.906
9/11/2019 1:15,4.381,6.631,3.987,7.419,1.991972
9/11/2019 1:30,4.381,6.390222,3.657645,6.83025,2.525
9/11/2019 1:45,4.381,6.237,3.65,6.744,2.561544
9/11/2019 2:00,4.381,6.237,3.441522,6.648772,3.031
9/11/2019 2:15,4.426733,6.0795,2.356,6.463,3.031
9/11/2019 2:30,4.437,5.787,1.930267,6.463,3.031
9/11/2019 2:45,4.437,5.787,2.117733,6.463,3.238628
9/11/2019 3:00,4.437,5.787,2.806,6.463,3.312
9/11/2019 3:15,4.437,5.639534,2.806,6.463,3.039322
9/11/2019 3:30,4.437,5.619,2.9335,6.463,2.806
9/11/2019 3:45,4.645433,5.5815,3.031,6.767661,2.806
9/11/2019 4:00,4.775,5.169,2.090933,7.362,2.669328
9/11/2019 4:15,4.775,5.169,1.822,7.070167,2.469
9/11/2019 4:30,4.775,5.169,1.569,6.744,2.176694
9/11/2019 4:45,4.36165,5.169,1.569,6.744,1.85
9/11/2019 5:00,3.594,5.090945,1.569,6.400344,1.85
9/11/2019 5:15,2.919,4.888,1.569,6.35,2.190144
9/11/2019 5:30,2.694,4.888,1.569,6.190211,2.356
9/11/2019 5:45,2.694,4.888,0.669,5.956,2.356
9/11/2019 6:00,2.694,4.888,0.669,5.956,2.356
9/11/2019 6:15,2.694,4.888,0.669,5.956,2.356
9/11/2019 6:30,2.206012,4.325,0.669,5.956,2.356
9/11/2019 6:45,2.187,4.373144,0.669,6.063255,2.356
9/11/2019 7:00,2.187,4.944,0.240494,6.35,2.356
9/11/2019 7:15,2.187,4.944,0.106,6.35,2.356
9/11/2019 7:30,2.187,4.944,0.106,6.35,2.356
9/11/2019 7:45,2.187,4.621648,0.106,6.35,2.356
9/11/2019 8:00,2.94675,4.606,0.106,6.35,2.652461
9/11/2019 8:15,3.48125,4.882033,0.525683,6.35,3.087
9/11/2019 8:30,3.875,4.944,0.613,6.35,3.087
9/11/2019 8:45,3.875,4.944,0.778478,6.35,3.544372
9/11/2019 9:00,3.875,5.025177,1.175,6.7125,4.071
9/11/2019 9:15,5.125667,5.225,1.175,6.8,4.606
9/11/2019 9:30,7.67755,5.225,1.175,6.8,5.562
9/11/2019 9:45,9.5905,5.225,1.175,7.25,5.585472
9/11/2019 10:00,10.849751,8.229311,3.260822,8.90355,5.731
9/11/2019 10:15,11.276084,14.283256,7.806333,14.82375,5.731
9/11/2019 10:30,12.256,14.9,11.357183,19.184572,6.456
9/11/2019 10:45,12.256,16.587,13.812667,21.251362,6.631
9/11/2019 11:00,12.256,17.941,11.863,21.613779,6.631
9/11/2019 11:15,13.05775,19.006001,12.4196,21.821367,6.938017
9/11/2019 11:30,13.325,19.648535,13.512333,20.919001,7.885755
9/11/2019 11:45,13.325,19.834211,14.169,22.139568,10.018322
9/11/2019 12:00,13.7,20.975,14.169,22.408716,12.817516
9/11/2019 12:15,14.576584,21.690161,14.798227,23.169001,16.86755
9/11/2019 12:30,19.217333,22.156,16.306,23.904284,20.326788
9/11/2019 12:45,16.936783,22.156,16.306,24.011999,20.885712
9/11/2019 13:00,15.531616,22.666744,14.1909,24.880428,17.106628
9/11/2019 13:15,15.853283,23.225,13.595,24.462,14.390712
9/11/2019 13:30,16.306,23.359257,14.393833,24.462,15.969
9/11/2019 13:45,16.306,23.506001,15.238,24.462,15.08665
9/11/2019 14:00,16.432751,23.506001,14.687772,24.78075,15.76025
9/11/2019 14:15,16.475,23.506001,14.675,25.136999,12.762
9/11/2019 14:30,16.475,23.506001,14.11785,24.871611,14.186822
9/11/2019 14:45,17.589518,23.918501,13.707067,24.420589,14.179706
9/11/2019 15:00,17.535183,24.181,14.338,22.437,16.6525
9/11/2019 15:15,16.8743,24.374578,13.7809,20.656216,15.575
9/11/2019 15:30,16.587,24.462,13.594934,17.873789,14.268884
9/11/2019 15:45,14.94225,24.462,13.8625,17.80349,13.845194
9/11/2019 16:00,14.9198,25.475,13.55,22.840328,15.181
9/11/2019 16:15,14.731251,25.475,12.900001,22.827478,14.211139
9/11/2019 16:30,14.182834,25.475,10.625,19.115973,12.65
9/11/2019 16:45,13.719,24.191986,10.207689,17.038,11.22041
9/11/2019 17:00,13.719,20.4977,9.511994,16.400814,12.1815
9/11/2019 17:15,13.719,15.306578,8.6,16.363001,11.019
9/11/2019 17:30,12.040401,14.165999,8.6,15.870934,11.019
9/11/2019 17:45,11.6,13.843555,8.039567,15.631,10.86275
9/11/2019 18:00,11.075,13.1,7.869,15.324589,9.894
9/11/2019 18:15,11.075,12.865417,7.740761,15.015695,9.664245
9/11/2019 18:30,10.91465,12.537,7.306,14.338,9.05
9/11/2019 18:45,9.926332,11.994533,7.1135,14.338,8.15
9/11/2019 19:00,9.05,11.6236,6.856,14.746144,8.15
9/11/2019 19:15,9.05,11.075,6.584367,14.938911,7.999739
9/11/2019 19:30,9.05,11.075,6.294,14,7.419
9/11/2019 19:45,8.946834,10.806011,5.781606,13.210128,7.354
9/11/2019 20:00,7.812,10.512,5.675,11.934528,6.519
9/11/2019 20:15,6.89185,10.234911,5.675,11.126645,5.93025
9/11/2019 20:30,6.76315,9.838,5.056,10.85,5.351933
9/11/2019 20:45,6.237,9.553517,5.056,10.212812,5.112
9/11/2019 21:00,6.00075,9.331,5.056,9.829805,4.7795
9/11/2019 21:15,5.562,9.331,5.056,9.444,4.609206
9/11/2019 21:30,5.418633,9.219,4.883078,9.136984,3.931
9/11/2019 21:45,5.056,9.219,4.662,8.937,3.931
9/11/2019 22:00,5.056,9.219,4.662,8.896411,4.809927
9/11/2019 22:15,5.056,9.064,4.469928,8.375,5.642989
9/11/2019 22:30,5.056,8.769,4.213,8.375,5.956
9/11/2019 22:45,5.214384,8.769,4.213,8.259273,5.410644
9/11/2019 23:00,5.787,8.404,4.1705,7.812,4.676955
9/11/2019 23:15,5.787,8.319,3.763,7.918605,4.156
9/11/2019 23:30,5.787,8.801574,3.763,8.431,3.518405
9/11/2019 23:45,5.5707,8.443411,3.720406,8.47725,3.425
9/12/2019 0:00,5.169,8.262,3.312,8.656,3.425
9/12/2019 0:15,4.8015,8.262,3.312,8.313711,3.3325
9/12/2019 0:30,4.719,8.262,3.312,7.812,2.975
9/12/2019 0:45,4.719,8.262,3.147,7.812,2.975
9/12/2019 1:00,5.18325,8.1545,3.087,7.812,2.975
9/12/2019 1:15,5.338,8.037,3.087,10.37875,3.399644
9/12/2019 1:30,4.6091,8.037,2.8192,11.525,3.763
9/12/2019 1:45,4.156,7.8545,2.469,11.525,3.763
9/12/2019 2:00,4.156,7.812,2.135428,11.525,3.763
9/12/2019 2:15,4.156,7.812,1.85,11.3425,3.763
9/12/2019 2:30,4.156,7.362,1.300749,11.075,3.763
9/12/2019 2:45,3.69475,7.362,1.288,11.075,3.763
9/12/2019 3:00,3.481,7.362,1.288,11.392388,3.173333
9/12/2019 3:15,3.481,7.132516,1.288,10.4715,3.031
9/12/2019 3:30,3.38805,7.081,1.666189,9.155689,2.615745
9/12/2019 3:45,3.312,7.081,1.962,8.177661,2.469
9/12/2019 4:00,3.312,6.759233,1.669933,7.587767,2.469
9/12/2019 4:15,3.04345,6.687,1.288,7.138,2.469
9/12/2019 4:30,2.919,6.687,1.288,7.138,2.309389
9/12/2019 4:45,2.919,6.687,1.288,6.519,2.131
9/12/2019 5:00,2.919,6.687,1.288,6.519,2.131
9/12/2019 5:15,3.194217,6.368233,1.675967,6.519,2.060722
9/12/2019 5:30,3.256,6.294,1.906,6.519,1.625
9/12/2019 5:45,3.256,6.294,1.906,6.069,1.625
9/12/2019 6:00,3.256,6.294,1.906,6.069,1.625
9/12/2019 6:15,3.256,6.294,1.906,6.069,1.625
9/12/2019 6:30,3.256,6.365145,1.906,6.069,1.625
9/12/2019 6:45,3.256,6.631,1.906,6.069,1.625
9/12/2019 7:00,3.256,6.631,1.906,6.069,1.625
9/12/2019 7:15,3.256,6.631,1.591467,6.069,1.48875
9/12/2019 7:30,3.256,6.631,1.569,6.069,1.4
