,Arolla / Météo (Bricola - Pluviomètre - mm),C: Arolla / Météo (Bricola - Pluviomètre - mm) (1. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (2. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (3. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (4. Année précédente)
10/12/2019 5:15,0.075,1.875,0.075,29.125,42.674999
10/12/2019 5:30,0.075,1.875,0.075,29.125,42.674999
10/12/2019 5:45,0.075,1.875,0.075,29.125,42.674999
10/12/2019 6:00,0.075,1.875,0.075,29.15,42.674999
10/12/2019 6:15,0.075,1.875,0.075,29.125,42.674999
10/12/2019 6:30,0.075,1.875,0.075,29.125,42.674999
10/12/2019 6:45,0.075,1.875,0.075,29.125,42.674999
10/12/2019 7:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 7:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 7:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 7:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 8:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 8:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 8:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 8:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 9:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 9:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 9:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 9:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 10:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 10:15,0.075,1.9,0.075,0.075,42.674999
10/12/2019 10:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 10:45,0.075,1.9,0.075,0.075,42.674999
10/12/2019 11:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 11:15,0.075,1.9,0.075,0.075,42.674999
10/12/2019 11:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 11:45,0.075,1.9,0.075,0.075,42.674999
10/12/2019 12:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 12:15,0.075,1.9,0.075,0.075,42.674999
10/12/2019 12:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 12:45,0.075,1.9,0.075,0.075,42.674999
10/12/2019 13:00,0.075,1.9,0.075,0.075,42.674999
10/12/2019 13:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 13:30,0.075,1.9,0.075,0.075,42.674999
10/12/2019 13:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 14:00,0.075,1.9,0.075,0.075,42.674999
10/12/2019 14:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 14:30,0.075,1.9,0.075,0.075,42.674999
10/12/2019 14:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 15:00,0.075,1.9,0.075,0.075,42.674999
10/12/2019 15:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 15:30,0.075,1.9,0.075,0.075,42.674999
10/12/2019 15:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 16:00,0.075,1.9,0.075,0.075,42.674999
10/12/2019 16:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 16:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 16:45,0.075,1.9,0.075,0.075,42.674999
10/12/2019 17:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 17:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 17:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 17:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 18:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 18:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 18:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 18:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 19:00,0.075,1.875,0.075,0.075,42.650002
10/12/2019 19:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 19:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 19:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 20:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 20:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 20:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 20:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 21:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 21:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 21:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 21:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 22:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 22:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 22:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 22:45,0.075,1.875,0.075,0.075,42.674999
10/12/2019 23:00,0.075,1.875,0.075,0.075,42.674999
10/12/2019 23:15,0.075,1.875,0.075,0.075,42.674999
10/12/2019 23:30,0.075,1.875,0.075,0.075,42.674999
10/12/2019 23:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 0:00,0.075,1.875,0.075,0.075,42.674999
10/13/2019 0:15,0.075,1.875,0.075,0.075,42.674999
10/13/2019 0:30,0.075,1.875,0.075,0.075,42.674999
10/13/2019 0:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 1:00,0.075,1.875,0.075,0.075,42.674999
10/13/2019 1:15,0.075,1.875,0.075,0.075,42.674999
10/13/2019 1:30,0.075,1.875,0.075,0.075,42.674999
10/13/2019 1:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 2:00,0.075,1.875,0.075,0.075,42.674999
10/13/2019 2:15,0.075,1.875,0.075,0.075,42.674999
10/13/2019 2:30,0.075,1.875,0.075,0.075,42.674999
10/13/2019 2:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 3:00,0.075,1.875,0.075,0.075,42.674999
10/13/2019 3:15,0.075,1.875,0.075,0.075,42.674999
10/13/2019 3:30,0.075,1.875,0.075,0.075,42.674999
10/13/2019 3:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 4:00,0.075,1.875,0.075,0.075,42.674999
10/13/2019 4:15,0.075,1.875,0.075,0.075,42.674999
10/13/2019 4:30,0.075,1.875,0.075,0.075,42.674999
10/13/2019 4:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 5:00,0.075,1.875,0.075,0.075,42.674999
10/13/2019 5:15,0.075,1.875,0.075,0.075,42.674999
10/13/2019 5:30,0.075,1.875,0.075,0.075,42.674999
10/13/2019 5:45,0.075,1.875,0.075,0.075,42.674999
10/13/2019 6:00,0.075,1.875,0.075,0.075,42.775002
10/13/2019 6:15,0.075,1.875,0.075,0.075,42.775002
10/13/2019 6:30,0.075,1.875,0.075,0.075,42.775002
10/13/2019 6:45,0.075,1.875,0.075,0.075,42.775002
10/13/2019 7:00,0.075,1.875,0.075,0.075,42.775002
10/13/2019 7:15,0.075,1.875,0.075,0.075,42.775002
10/13/2019 7:30,0.075,1.875,0.075,0.075,42.875
10/13/2019 7:45,0.075,1.875,0.075,0.075,42.875
10/13/2019 8:00,0.075,1.875,0.075,0.075,42.875
10/13/2019 8:15,0.075,1.875,0.075,0.075,42.875
10/13/2019 8:30,0.075,1.875,0.075,0.075,42.875
10/13/2019 8:45,0.075,1.875,0.075,0.075,42.875
10/13/2019 9:00,0.075,1.875,0.075,0.075,42.875
10/13/2019 9:15,0.075,1.875,0.075,0.075,42.875
10/13/2019 9:30,0.075,1.875,0.075,0.075,42.875
10/13/2019 9:45,0.15,1.875,0.075,0.075,42.875
10/13/2019 10:00,0.375,1.875,0.075,0.075,42.875
10/13/2019 10:15,0.475,1.875,0.075,0.075,42.875
10/13/2019 10:30,0.475,1.875,0.075,0.075,42.875
10/13/2019 10:45,0.475,1.875,0.075,0.075,42.875
10/13/2019 11:00,0.575,1.875,0.075,0.075,42.875
10/13/2019 11:15,0.575,1.875,0.075,0.075,42.875
10/13/2019 11:30,0.575,1.875,0.075,0.075,42.875
10/13/2019 11:45,0.575,1.875,0.075,0.075,42.875
10/13/2019 12:00,0.575,1.875,0.075,0.075,42.875
10/13/2019 12:15,0.575,1.9,0.075,0.075,42.875
10/13/2019 12:30,0.575,1.875,0.075,0.075,42.875
10/13/2019 12:45,0.575,1.9,0.075,0.075,42.875
10/13/2019 13:00,0.575,1.875,0.075,0.075,42.875
10/13/2019 13:15,0.575,1.9,0.075,0.075,42.875
10/13/2019 13:30,0.575,1.875,0.075,0.075,42.875
10/13/2019 13:45,0.575,1.9,0.175,0.075,42.875
10/13/2019 14:00,0.575,1.875,0.175,0.075,42.875
10/13/2019 14:15,0.575,1.9,0.175,0.075,42.875
10/13/2019 14:30,0.675,1.9,0.175,0.075,42.875
10/13/2019 14:45,0.675,1.875,0.175,0.075,42.875
10/13/2019 15:00,0.675,1.9,0.175,0.075,42.875
10/13/2019 15:15,0.675,1.875,0.175,0.075,42.875
10/13/2019 15:30,0.675,1.9,0.175,0.075,42.875
10/13/2019 15:45,0.675,1.875,0.175,0.075,42.875
10/13/2019 16:00,0.675,1.875,0.175,0.075,42.875
10/13/2019 16:15,0.675,1.875,0.15,0.075,42.875
10/13/2019 16:30,0.675,1.875,0.175,0.075,42.875
10/13/2019 16:45,0.675,1.875,0.15,0.15,42.849998
10/13/2019 17:00,0.675,1.875,0.175,0.15,42.875
10/13/2019 17:15,0.675,1.875,0.15,0.275,42.875
10/13/2019 17:30,0.675,1.875,0.15,0.25,42.974998
10/13/2019 17:45,0.675,1.875,0.15,0.275,42.974998
10/13/2019 18:00,0.675,1.875,0.15,0.275,42.974998
10/13/2019 18:15,0.675,1.875,0.15,0.25,43.075001
10/13/2019 18:30,0.675,1.875,0.15,0.275,43.375
10/13/2019 18:45,0.675,1.875,0.15,0.25,43.575001
10/13/2019 19:00,0.675,1.875,0.15,0.275,43.674999
10/13/2019 19:15,0.675,1.875,0.15,0.25,43.900002
10/13/2019 19:30,0.675,1.875,0.15,0.275,44.400002
10/13/2019 19:45,0.675,1.875,0.15,0.25,45.200001
10/13/2019 20:00,0.675,1.875,0.15,0.275,46.325001
10/13/2019 20:15,0.675,1.875,0.15,0.25,47.549999
10/13/2019 20:30,0.675,1.875,0.15,0.275,48.775002
10/13/2019 20:45,0.675,1.875,0.15,0.275,0.075
10/13/2019 21:00,0.675,1.875,0.15,0.25,0.875
10/13/2019 21:15,0.675,1.875,0.15,0.275,1.575
10/13/2019 21:30,0.675,1.875,0.15,0.25,2.2
10/13/2019 21:45,0.675,1.875,0.15,0.275,3.1
10/13/2019 22:00,0.675,1.875,0.15,0.25,3.725
10/13/2019 22:15,0.675,1.875,0.15,0.275,4.325
10/13/2019 22:30,0.675,1.875,0.15,0.25,4.825
10/13/2019 22:45,0.675,1.875,0.15,0.275,5.125
10/13/2019 23:00,0.675,1.875,0.15,0.25,5.55
10/13/2019 23:15,0.675,1.875,0.15,0.275,5.85
10/13/2019 23:30,0.675,1.875,0.15,0.35,5.85
10/13/2019 23:45,0.675,1.875,0.15,0.375,5.95
10/14/2019 0:00,0.675,1.875,0.15,0.675,5.95
10/14/2019 0:15,0.675,1.875,0.15,0.675,5.95
10/14/2019 0:30,0.675,1.875,0.15,0.775,5.95
10/14/2019 0:45,0.675,1.875,0.15,0.775,5.95
10/14/2019 1:00,0.675,1.875,0.15,0.975,5.95
10/14/2019 1:15,0.675,1.875,0.15,1.175,5.95
10/14/2019 1:30,0.675,1.875,0.15,1.175,5.95
10/14/2019 1:45,0.675,1.875,0.15,1.175,6.05
10/14/2019 2:00,0.675,1.875,0.15,1.175,6.15
10/14/2019 2:15,0.675,1.875,0.15,1.375,6.15
10/14/2019 2:30,0.675,1.875,0.15,1.375,6.15
10/14/2019 2:45,0.675,1.875,0.15,1.475,6.15
10/14/2019 3:00,0.675,1.875,0.15,1.475,6.15
10/14/2019 3:15,0.675,1.875,0.15,1.575,6.15
10/14/2019 3:30,0.675,1.875,0.15,1.575,6.15
10/14/2019 3:45,0.675,1.875,0.15,1.875,6.15
10/14/2019 4:00,0.675,1.875,0.15,1.875,6.15
10/14/2019 4:15,0.675,1.875,0.15,2.1,6.15
10/14/2019 4:30,0.675,1.875,0.15,2.1,6.15
10/14/2019 4:45,0.675,1.875,0.15,2.1,6.15
10/14/2019 5:00,0.675,1.875,0.175,2.1,6.15
10/14/2019 5:15,0.675,1.875,0.15,2.3,6.15
10/14/2019 5:30,0.675,1.875,0.15,2.3,6.15
10/14/2019 5:45,0.675,1.875,0.15,2.5,6.15
10/14/2019 6:00,0.675,1.875,0.15,2.6,6.15
10/14/2019 6:15,0.675,1.875,0.15,2.7,6.15
10/14/2019 6:30,0.675,1.875,0.15,3,6.15
10/14/2019 6:45,0.675,1.875,0.15,3,6.15
10/14/2019 7:00,0.675,1.875,0.15,3,6.15
10/14/2019 7:15,0.675,1.875,0.15,3,6.15
10/14/2019 7:30,0.675,1.875,0.15,3,6.15
10/14/2019 7:45,0.675,1.875,0.15,3,6.15
10/14/2019 8:00,0.675,1.875,0.15,3.1,6.15
10/14/2019 8:15,0.675,1.875,0.15,3.1,6.15
10/14/2019 8:30,0.675,1.875,0.15,3.1,6.15
10/14/2019 8:45,0.675,1.875,0.15,3.5,6.15
10/14/2019 9:00,0.675,1.875,0.15,3.5,6.15
10/14/2019 9:15,0.675,1.875,0.15,3.5,6.15
10/14/2019 9:30,0.675,1.875,0.15,5.025,6.15
10/14/2019 9:45,0.675,1.875,0.15,5.225,6.15
10/14/2019 10:00,0.675,1.875,0.15,5.85,6.15
10/14/2019 10:15,0.675,1.875,0.175,5.85,6.15
10/14/2019 10:30,0.675,1.875,0.175,6.25,6.15
10/14/2019 10:45,0.675,1.9,0.175,6.35,6.15
10/14/2019 11:00,0.675,1.875,0.15,6.775,6.15
10/14/2019 11:15,0.675,1.9,0.175,6.875,6.15
10/14/2019 11:30,0.675,1.875,0.175,6.975,6.15
10/14/2019 11:45,0.675,1.9,0.175,7.375,6.15
10/14/2019 12:00,0.675,1.975,0.175,8.4,6.15
10/14/2019 12:15,0.675,2,0.175,8.5,6.15
10/14/2019 12:30,0.675,1.975,0.175,8.9,6.15
10/14/2019 12:45,0.675,2,0.175,8.9,6.15
10/14/2019 13:00,0.675,1.975,0.175,9.2,6.15
10/14/2019 13:15,0.675,2,0.175,9.825,6.15
10/14/2019 13:30,0.675,2,0.175,10.225,6.775
10/14/2019 13:45,0.675,1.975,0.175,10.625,6.75
10/14/2019 14:00,0.675,2,0.175,11.225,6.775
10/14/2019 14:15,0.675,1.975,0.175,12.05,6.775
10/14/2019 14:30,0.675,2.1,0.15,12.875,6.75
10/14/2019 14:45,0.675,2.1,0.175,13.675,6.775
10/14/2019 15:00,0.675,2.1,0.175,14.7,6.75
10/14/2019 15:15,0.675,2.1,0.175,15.925,6.775
10/14/2019 15:30,0.675,2.1,0.175,16.825001,6.775
10/14/2019 15:45,0.675,2.1,0.175,17.35,6.75
10/14/2019 16:00,0.675,2.1,0.15,17.950001,6.775
10/14/2019 16:15,0.675,2.1,0.175,18.25,6.775
10/14/2019 16:30,0.675,2.1,0.15,18.450001,6.775
10/14/2019 16:45,0.675,2.1,0.15,18.875,6.775
10/14/2019 17:00,0.675,2.1,0.15,18.875,6.775
10/14/2019 17:15,0.675,2.2,0.15,18.875,6.775
10/14/2019 17:30,0.675,2.175,0.175,18.85,6.775
10/14/2019 17:45,0.675,2.175,0.15,18.875,6.75
10/14/2019 18:00,0.675,2.175,0.15,18.975,6.775
10/14/2019 18:15,0.675,2.175,0.15,19.075001,6.75
10/14/2019 18:30,0.675,2.175,0.15,19.075001,6.775
10/14/2019 18:45,0.675,2.175,0.15,19.075001,6.75
10/14/2019 19:00,0.675,2.2,0.15,19.275,6.775
10/14/2019 19:15,0.675,2.175,0.15,19.575001,6.75
10/14/2019 19:30,0.675,2.2,0.15,19.674999,6.775
10/14/2019 19:45,0.675,2.175,0.15,19.674999,6.75
10/14/2019 20:00,0.675,2.175,0.15,19.674999,6.775
10/14/2019 20:15,0.675,2.175,0.15,19.674999,6.75
10/14/2019 20:30,0.675,2.175,0.15,19.674999,6.775
10/14/2019 20:45,0.675,2.2,0.15,19.674999,6.75
10/14/2019 21:00,0.675,2.175,0.15,19.775,6.775
10/14/2019 21:15,0.675,2.175,0.15,19.775,6.775
10/14/2019 21:30,0.675,2.175,0.15,19.775,6.775
10/14/2019 21:45,0.675,2.175,0.15,19.775,6.75
10/14/2019 22:00,0.675,2.2,0.15,19.775,6.775
10/14/2019 22:15,0.675,2.175,0.15,19.775,6.75
10/14/2019 22:30,0.675,2.2,0.15,19.775,6.775
10/14/2019 22:45,0.675,2.175,0.15,19.775,6.75
10/14/2019 23:00,0.675,2.2,0.15,19.775,6.775
10/14/2019 23:15,0.675,2.175,0.15,19.775,6.75
10/14/2019 23:30,0.675,2.175,0.15,19.775,6.775
10/14/2019 23:45,0.675,2.175,0.15,19.775,6.75
10/15/2019 0:00,0.675,2.175,0.15,19.775,6.775
10/15/2019 0:15,0.675,2.175,0.15,19.775,6.75
10/15/2019 0:30,0.675,2.175,0.15,19.775,6.775
10/15/2019 0:45,0.675,2.2,0.15,19.775,6.775
10/15/2019 1:00,0.675,2.175,0.15,19.775,6.775
10/15/2019 1:15,0.675,2.175,0.15,19.775,6.775
10/15/2019 1:30,0.675,2.3,0.15,19.775,6.75
10/15/2019 1:45,0.675,2.3,0.15,19.775,6.775
10/15/2019 2:00,0.675,2.3,0.15,19.775,6.75
10/15/2019 2:15,0.675,2.3,0.15,19.775,6.85
10/15/2019 2:30,0.675,2.3,0.15,19.775,7.075
10/15/2019 2:45,0.675,2.3,0.15,19.775,7.175
10/15/2019 3:00,0.675,2.3,0.15,19.775,7.375
10/15/2019 3:15,0.675,2.3,0.15,19.775,7.875
10/15/2019 3:30,0.675,2.3,0.15,19.775,8.5
10/15/2019 3:45,0.675,2.3,0.15,19.775,8.9
10/15/2019 4:00,0.675,2.3,0.15,19.775,9.2
10/15/2019 4:15,0.728333,2.3,0.15,19.775,9.3
10/15/2019 4:30,0.775,2.3,0.15,19.775,9.3
10/15/2019 4:45,0.775,2.3,0.15,19.875,9.4
10/15/2019 5:00,0.775,2.3,0.15,19.875,9.5
10/15/2019 5:15,0.775,2.3,0.15,19.875,9.5
10/15/2019 5:30,0.775,2.3,0.15,19.875,9.6
10/15/2019 5:45,0.775,2.3,0.15,19.875,9.6
10/15/2019 6:00,0.775,2.275,0.15,19.875,9.6
10/15/2019 6:15,0.775,2.3,0.15,19.875,9.6
10/15/2019 6:30,0.775,2.3,0.15,19.875,9.6
10/15/2019 6:45,0.775,2.3,0.15,19.875,9.6
10/15/2019 7:00,0.775,2.3,0.15,19.875,9.6
10/15/2019 7:15,0.775,2.3,0.15,19.875,9.6
10/15/2019 7:30,0.775,2.3,0.15,19.875,9.6
10/15/2019 7:45,0.775,2.3,0.15,19.875,9.6
10/15/2019 8:00,0.775,2.3,0.15,19.875,9.6
10/15/2019 8:15,0.868333,2.3,0.15,19.875,9.6
10/15/2019 8:30,0.875,2.3,0.15,19.875,9.6
10/15/2019 8:45,0.875,2.3,0.15,19.875,9.6
10/15/2019 9:00,0.875,2.3,0.15,19.875,9.6
10/15/2019 9:15,1.275,2.3,0.15,19.875,9.6
10/15/2019 9:30,1.896667,2.3,0.15,19.875,9.825
10/15/2019 9:45,2.54,2.3,0.15,19.875,9.825
10/15/2019 10:00,3.26,2.3,0.15,19.875,9.9
10/15/2019 10:15,4.323333,2.4,0.15,19.875,10.225
10/15/2019 10:30,5.31,2.4,0.175,19.875,10.425
10/15/2019 10:45,6.398333,2.4,0.175,19.9,10.525
10/15/2019 11:00,7.761667,2.4,0.175,19.875,10.625
10/15/2019 11:15,9.483333,2.4,0.175,19.875,10.625
10/15/2019 11:30,11.271667,2.4,0.15,19.9,10.925
10/15/2019 11:45,12.443333,2.4,0.175,19.9,11.125
10/15/2019 12:00,13.575,2.4,0.175,19.875,11.225
10/15/2019 12:15,14.275,2.5,0.175,19.9,11.225
10/15/2019 12:30,14.7,2.5,0.175,19.9,11.45
10/15/2019 12:45,15.3,2.5,0.15,19.875,11.75
10/15/2019 13:00,16,2.5,0.175,19.9,12.15
10/15/2019 13:15,17.325001,2.5,0.175,19.9,12.55
10/15/2019 13:30,18.15,2.5,0.175,19.9,12.95
10/15/2019 13:45,18.549999,2.5,0.175,19.9,13.275
10/15/2019 14:00,19.174999,2.5,0.175,19.875,13.675
10/15/2019 14:15,20.275,2.7,0.15,19.9,13.675
10/15/2019 14:30,21.799999,2.7,0.175,19.9,13.875
10/15/2019 14:45,22.424999,2.7,0.175,19.875,14.1
10/15/2019 15:00,22.725,2.7,0.175,19.9,14.1
10/15/2019 15:15,22.725,2.7,0.15,19.875,14.3
10/15/2019 15:30,22.725,2.7,0.175,19.9,14.6
10/15/2019 15:45,22.725,2.7,0.15,19.875,14.7
10/15/2019 16:00,22.725,2.7,0.175,19.9,14.7
10/15/2019 16:15,23.125,2.7,0.15,19.875,14.9
10/15/2019 16:30,23.950001,2.7,0.15,19.875,15.1
10/15/2019 16:45,25.049999,2.7,0.15,19.875,15.3
10/15/2019 17:00,26.174999,2.7,0.175,19.875,15.625
10/15/2019 17:15,27.6,2.7,0.15,19.875,15.825
10/15/2019 17:30,28.525,2.7,0.15,19.875,16.025
10/15/2019 17:45,29.025,2.7,0.15,19.875,16.325001
10/15/2019 18:00,30.15,2.7,0.15,19.875,16.625
10/15/2019 18:15,31.25,2.7,0.15,19.875,16.825001
10/15/2019 18:30,31.775,2.7,0.15,19.875,17.15
10/15/2019 18:45,31.975,2.7,0.15,19.875,17.549999
10/15/2019 19:00,31.975,2.7,0.15,19.875,17.85
10/15/2019 19:15,33,2.7,0.15,19.875,18.15
10/15/2019 19:30,34.200001,2.7,0.15,19.875,18.450001
10/15/2019 19:45,35.224998,2.7,0.15,19.875,18.875
10/15/2019 20:00,37.049999,2.7,0.15,19.875,19.174999
10/15/2019 20:15,38.700001,2.7,0.15,19.875,19.375
10/15/2019 20:30,39.400002,2.7,0.15,19.875,19.6
10/15/2019 20:45,40.625,2.7,0.15,19.875,19.6
10/15/2019 21:00,41.325001,2.7,0.15,19.875,19.674999
10/15/2019 21:15,41.924999,2.7,0.15,19.875,19.674999
10/15/2019 21:30,42.25,2.7,0.15,19.875,19.674999
10/15/2019 21:45,42.25,2.7,0.15,19.875,19.775
10/15/2019 22:00,42.25,2.7,0.15,19.875,19.775
10/15/2019 22:15,42.349998,2.7,0.15,19.875,19.875
10/15/2019 22:30,42.349998,2.7,0.15,19.875,20.1
10/15/2019 22:45,42.349998,2.7,0.15,19.875,20.1
10/15/2019 23:00,42.349998,2.7,0.15,19.875,20.200001
10/15/2019 23:15,42.349998,2.7,0.15,19.875,20.200001
10/15/2019 23:30,42.349998,2.7,0.15,19.875,20.200001
10/15/2019 23:45,42.349998,2.7,0.15,19.875,20.200001
10/16/2019 0:00,42.349998,2.7,0.15,19.875,20.200001
10/16/2019 0:15,42.349998,2.7,0.15,19.875,20.299999
10/16/2019 0:30,42.349998,2.7,0.15,19.875,20.4
10/16/2019 0:45,42.349998,2.7,0.15,19.875,20.5
10/16/2019 1:00,42.349998,2.7,0.15,19.875,20.5
10/16/2019 1:15,42.349998,2.7,0.15,19.875,20.5
10/16/2019 1:30,42.349998,2.7,0.175,19.875,20.5
10/16/2019 1:45,42.349998,2.7,0.15,19.875,20.5
10/16/2019 2:00,42.349998,2.7,0.15,19.875,20.5
10/16/2019 2:15,42.349998,2.7,0.15,19.875,20.6
10/16/2019 2:30,42.349998,2.7,0.15,19.875,20.6
10/16/2019 2:45,42.349998,2.7,0.15,19.875,20.6
10/16/2019 3:00,42.349998,2.7,0.15,19.875,20.6
10/16/2019 3:15,42.349998,2.7,0.15,19.875,20.6
10/16/2019 3:30,42.349998,2.7,0.15,19.875,20.6
10/16/2019 3:45,42.349998,2.7,0.15,19.875,20.6
10/16/2019 4:00,42.349998,2.7,0.15,19.875,20.6
10/16/2019 4:15,42.349998,2.7,0.15,19.875,20.6
10/16/2019 4:30,42.349998,2.7,0.15,19.875,20.6
10/16/2019 4:45,42.349998,2.7,0.15,19.875,20.6
10/16/2019 5:00,42.349998,2.7,0.15,19.875,20.6
10/16/2019 5:15,42.349998,2.7,0.15,19.875,20.6
10/16/2019 5:30,42.349998,2.7,0.15,19.875,20.6
10/16/2019 5:45,42.349998,2.7,0.15,19.875,20.6
10/16/2019 6:00,42.349998,2.7,0.15,19.875,20.6
10/16/2019 6:15,42.349998,2.7,0.15,19.875,20.6
10/16/2019 6:30,42.349998,2.7,0.15,19.875,20.6
10/16/2019 6:45,42.349998,2.7,0.15,19.875,20.6
10/16/2019 7:00,42.349998,2.7,0.15,19.875,20.6
10/16/2019 7:15,42.349998,2.7,0.15,19.875,20.6
10/16/2019 7:30,42.349998,2.7,0.15,19.875,20.6
10/16/2019 7:45,42.349998,2.7,0.15,19.875,20.6
10/16/2019 8:00,42.349998,2.7,0.135,19.875,20.6
10/16/2019 8:15,42.349998,2.7,0.12,19.875,20.6
10/16/2019 8:30,42.349998,2.7,0.105,19.875,20.6
10/16/2019 8:45,42.349998,2.7,0.09,19.875,20.6
10/16/2019 9:00,42.349998,2.7,0.075,19.875,20.6
10/16/2019 9:15,42.349998,2.7,0.075,19.875,20.6
10/16/2019 9:30,42.349998,2.7,0.075,19.875,20.6
10/16/2019 9:45,0.075,2.7,0.075,19.875,20.6
10/16/2019 10:00,0.075,2.7,0.075,19.875,20.6
10/16/2019 10:15,0.075,2.7,0.075,19.9,20.6
10/16/2019 10:30,0.075,2.7,0.075,19.875,20.6
10/16/2019 10:45,0.075,2.7,0.075,19.9,20.6
10/16/2019 11:00,0.075,2.7,0.075,19.875,20.6
10/16/2019 11:15,0.075,2.7,0.075,19.9,20.6
10/16/2019 11:30,0.075,2.7,0.075,19.875,20.6
10/16/2019 11:45,0.075,2.7,0.075,19.9,20.6
10/16/2019 12:00,0.075,2.7,0.075,19.875,20.6
10/16/2019 12:15,0.075,2.7,0.075,19.9,20.6
10/16/2019 12:30,0.075,2.7,0.075,19.9,20.6
10/16/2019 12:45,0.275,2.7,0.075,19.9,20.6
10/16/2019 13:00,0.275,2.7,0.075,19.9,20.6
10/16/2019 13:15,0.275,2.7,0.075,19.9,20.9
10/16/2019 13:30,0.275,2.7,0.075,19.9,21.1
10/16/2019 13:45,0.275,2.7,0.075,19.9,21.1
10/16/2019 14:00,0.275,2.7,0.075,19.9,21.1
10/16/2019 14:15,0.275,2.7,0.075,19.9,21.1
10/16/2019 14:30,0.275,2.7,0.075,19.9,21.1
10/16/2019 14:45,0.275,2.7,0.075,19.875,21.1
10/16/2019 15:00,0.275,2.7,0.075,19.9,21.1
10/16/2019 15:15,0.275,2.7,0.075,19.9,21.1
10/16/2019 15:30,0.275,2.7,0.075,19.875,21.1
10/16/2019 15:45,0.275,2.7,0.075,19.9,21.1
10/16/2019 16:00,0.275,2.7,0.075,19.875,21.1
10/16/2019 16:15,0.275,2.7,0.075,19.875,21.1
10/16/2019 16:30,0.275,2.7,0.075,19.875,21.1
10/16/2019 16:45,0.275,2.7,0.075,19.875,21.1
10/16/2019 17:00,0.275,2.7,0.075,19.875,21.1
10/16/2019 17:15,0.25,2.7,0.075,19.875,21.1
10/16/2019 17:30,0.25,2.7,0.075,19.875,21.1
10/16/2019 17:45,0.25,2.7,0.075,19.875,21.1
10/16/2019 18:00,0.25,2.7,0.075,19.875,21.1
10/16/2019 18:15,0.275,2.7,0.075,19.9,21.1
10/16/2019 18:30,0.25,2.7,0.075,19.875,21.1
10/16/2019 18:45,0.25,2.7,0.075,19.875,21.1
10/16/2019 19:00,0.25,2.7,0.075,19.875,21.1
