,Arolla / Météo (Arolla - Pluviométrie - mm),C: Arolla / Météo (Arolla - Pluviométrie - mm) (1. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (2. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (3. Année précédente),C: Arolla / Météo (Arolla - Pluviométrie - mm) (4. Année précédente)
9/12/2019 11:15,30.906,29.094,11.844,49.187,26
9/12/2019 11:30,30.906,29.094,11.844,49.187,26
9/12/2019 11:45,30.906,29.094,11.844,49.187,26
9/12/2019 12:00,30.906,29.094,11.844,49.187,26.031
9/12/2019 12:15,30.906,29.094,11.844,49.187,26.031
9/12/2019 12:30,30.906,29.094,11.844,49.187,26.031
9/12/2019 12:45,30.906,29.094,11.844,49.187,26.031
9/12/2019 13:00,30.906,29.094,11.844,49.187,26.031
9/12/2019 13:15,30.906,29.094,11.844,49.187,26.031
9/12/2019 13:30,30.906,29.094,11.844,49.187,26.031
9/12/2019 13:45,30.906,29.094,11.844,49.187,26.031
9/12/2019 14:00,30.906,29.094,11.844,49.187,26.031
9/12/2019 14:15,30.906,29.062,11.844,49.187,26.031
9/12/2019 14:30,30.906,29.062,11.844,49.187,26.031
9/12/2019 14:45,30.906,29.062,11.844,49.187,26.031
9/12/2019 15:00,30.906,29.062,11.844,49.187,26.031
9/12/2019 15:15,30.906,29.062,11.844,49.187,26.031
9/12/2019 15:30,30.906,29.062,11.844,49.187,26
9/12/2019 15:45,30.906,29.062,11.844,49.187,26
9/12/2019 16:00,30.906,29.062,11.844,49.187,26
9/12/2019 16:15,30.906,29.062,11.844,49.187,26
9/12/2019 16:30,30.906,29.062,11.844,49.187,26
9/12/2019 16:45,30.906,29.062,11.844,49.187,26
9/12/2019 17:00,30.906,29.062,11.844,49.187,26
9/12/2019 17:15,30.906,29.094,11.844,49.187,26
9/12/2019 17:30,30.906,29.094,11.844,49.187,26
9/12/2019 17:45,30.906,29.094,11.844,49.5,26
9/12/2019 18:00,30.906,29.094,11.844,49.5,26
9/12/2019 18:15,30.906,29.094,11.844,49.5,26
9/12/2019 18:30,30.906,29.094,11.844,49.5,26
9/12/2019 18:45,30.906,29.094,11.844,49.5,26
9/12/2019 19:00,30.906,29.094,11.844,49.5,26
9/12/2019 19:15,30.906,29.094,11.844,49.5,26
9/12/2019 19:30,30.906,29.094,11.844,49.5,26
9/12/2019 19:45,30.906,29.094,11.844,49.5,26
9/12/2019 20:00,30.906,29.094,11.844,49.5,26
9/12/2019 20:15,30.906,29.094,11.844,49.5,26
9/12/2019 20:30,30.906,29.094,11.844,49.5,26
9/12/2019 20:45,30.906,29.094,11.844,49.5,26
9/12/2019 21:00,30.906,29.094,11.844,49.5,26
9/12/2019 21:15,30.906,29.094,11.844,49.5,26
9/12/2019 21:30,30.906,29.094,11.844,49.5,26
9/12/2019 21:45,30.906,29.094,11.844,49.5,26
9/12/2019 22:00,30.906,29.094,11.844,49.5,26
9/12/2019 22:15,30.906,29.094,11.844,49.5,26
9/12/2019 22:30,30.906,29.094,11.844,49.5,26
9/12/2019 22:45,30.906,29.094,11.844,49.5,26
9/12/2019 23:00,30.906,29.094,11.844,49.5,26
9/12/2019 23:15,30.906,29.906,11.844,49.5,26
9/12/2019 23:30,30.906,37.812,11.844,49.5,26
9/12/2019 23:45,30.906,38.844002,11.844,49.5,26
9/13/2019 0:00,30.906,38.844002,11.844,49.5,26
9/13/2019 0:15,30.906,38.844002,11.844,49.5,26
9/13/2019 0:30,30.906,38.844002,11.844,49.5,26
9/13/2019 0:45,30.906,38.844002,11.844,49.5,26
9/13/2019 1:00,30.906,38.844002,11.844,49.5,26
9/13/2019 1:15,30.906,38.844002,11.844,49.5,26
9/13/2019 1:30,30.906,38.844002,11.844,49.5,26
9/13/2019 1:45,30.906,38.844002,11.844,49.5,26
9/13/2019 2:00,30.906,38.844002,11.844,49.5,26
9/13/2019 2:15,30.906,38.844002,11.844,49.5,26
9/13/2019 2:30,30.906,38.844002,11.844,49.5,26
9/13/2019 2:45,30.906,38.844002,11.844,49.5,26.031
9/13/2019 3:00,30.906,38.844002,11.844,49.5,26.031
9/13/2019 3:15,30.906,38.844002,11.844,49.5,26.031
9/13/2019 3:30,30.906,38.844002,11.844,49.5,26.031
9/13/2019 3:45,30.906,38.844002,11.844,49.5,26.031
9/13/2019 4:00,30.906,38.844002,11.844,49.5,26.031
9/13/2019 4:15,30.906,38.844002,11.844,49.5,26.031
9/13/2019 4:30,30.906,38.844002,11.844,49.5,26.031
9/13/2019 4:45,30.906,38.844002,11.844,49.5,26.031
9/13/2019 5:00,30.906,38.844002,11.844,49.5,26.031
9/13/2019 5:15,30.906,38.844002,11.844,49.5,26.031
9/13/2019 5:30,30.906,38.844002,11.844,49.5,26.031
9/13/2019 5:45,30.906,38.844002,11.844,49.5,26.031
9/13/2019 6:00,30.906,38.844002,11.844,49.5,26.031
9/13/2019 6:15,30.906,38.844002,11.844,49.5,26.406
9/13/2019 6:30,30.906,38.844002,11.844,49.5,26.406
9/13/2019 6:45,30.906,38.844002,11.844,49.5,26.406
9/13/2019 7:00,30.906,38.844002,11.844,49.5,26.406
9/13/2019 7:15,30.906,38.844002,11.844,49.5,26.406
9/13/2019 7:30,30.906,38.844002,11.844,49.5,26.719
9/13/2019 7:45,30.906,38.844002,11.844,49.5,26.719
9/13/2019 8:00,30.906,38.844002,11.844,49.5,27.344
9/13/2019 8:15,30.906,38.844002,11.844,49.5,29.594
9/13/2019 8:30,30.906,38.844002,11.844,49.5,30.906
9/13/2019 8:45,30.906,38.844002,11.844,49.5,32.75
9/13/2019 9:00,30.906,38.844002,11.844,49.5,33.75
9/13/2019 9:15,30.906,38.844002,11.844,49.5,34.562
9/13/2019 9:30,30.906,38.844002,11.844,49.5,36.530998
9/13/2019 9:45,30.906,38.844002,11.844,49.5,38.937
9/13/2019 10:00,30.906,38.844002,11.844,49.5,42
9/13/2019 10:15,30.906,38.844002,11.844,49.5,44.719002
9/13/2019 10:30,30.906,38.844002,11.844,49.5,45.844002
9/13/2019 10:45,30.906,38.844002,11.844,49.5,46.655998
9/13/2019 11:00,30.906,38.844002,11.844,49.5,47.25
9/13/2019 11:15,30.906,38.844002,11.844,49.5,47.469002
9/13/2019 11:30,30.906,38.844002,11.844,49.5,47.469002
9/13/2019 11:45,30.906,38.844002,11.844,49.5,47.875
9/13/2019 12:00,30.906,38.844002,11.844,49.5,48.25
9/13/2019 12:15,30.906,38.844002,11.844,49.5,48.875
9/13/2019 12:30,30.906,38.844002,11.844,49.5,48.875
9/13/2019 12:45,30.906,38.844002,11.844,49.5,49.094002
9/13/2019 13:00,30.906,38.844002,11.844,49.5,49.094002
9/13/2019 13:15,30.906,38.844002,11.844,49.5,49.094002
9/13/2019 13:30,30.906,38.844002,11.844,49.5,49.094002
9/13/2019 13:45,30.906,38.844002,11.844,49.5,49.094002
9/13/2019 14:00,30.906,38.844002,12.062,49.5,49.094002
9/13/2019 14:15,30.906,38.844002,12.062,49.5,49.094002
9/13/2019 14:30,30.906,38.844002,12.062,49.5,49.094002
9/13/2019 14:45,30.906,38.844002,12.344,49.5,49.094002
9/13/2019 15:00,30.906,38.844002,12.344,49.5,49.094002
9/13/2019 15:15,30.906,40.780998,12.344,49.5,49.094002
9/13/2019 15:30,30.906,41.280998,12.344,49.5,49.094002
9/13/2019 15:45,30.906,41.280998,12.344,49.5,49.094002
9/13/2019 16:00,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 16:15,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 16:30,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 16:45,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 17:00,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 17:15,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 17:30,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 17:45,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 18:00,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 18:15,30.906,41.469002,12.344,49.5,49.094002
9/13/2019 18:30,30.906,41.469002,12.344,49.5,49.219002
9/13/2019 18:45,30.906,41.469002,12.344,49.5,49.219002
9/13/2019 19:00,30.906,41.469002,12.344,49.5,49.219002
9/13/2019 19:15,30.906,41.687,12.344,49.5,49.219002
9/13/2019 19:30,30.906,41.687,12.375,49.5,49.219002
9/13/2019 19:45,30.906,41.687,12.375,49.5,49.219002
9/13/2019 20:00,30.906,41.687,12.375,49.5,49.219002
9/13/2019 20:15,30.906,41.687,12.375,49.5,49.219002
9/13/2019 20:30,30.906,41.687,12.375,49.5,49.219002
9/13/2019 20:45,30.906,41.687,12.375,49.5,49.219002
9/13/2019 21:00,30.906,41.687,12.375,49.5,49.219002
9/13/2019 21:15,30.906,41.687,12.375,49.5,49.219002
9/13/2019 21:30,30.906,41.687,12.375,49.5,49.219002
9/13/2019 21:45,30.906,41.687,12.375,49.5,49.219002
9/13/2019 22:00,30.906,41.687,12.375,49.5,0
9/13/2019 22:15,30.906,41.687,12.375,49.5,0
9/13/2019 22:30,30.906,41.687,12.375,49.5,0
9/13/2019 22:45,30.906,41.687,12.375,49.5,0
9/13/2019 23:00,30.906,41.687,12.375,49.5,0
9/13/2019 23:15,30.906,41.687,12.375,49.5,0
9/13/2019 23:30,30.906,41.687,12.375,49.5,0
9/13/2019 23:45,30.906,41.687,12.375,49.5,0
9/14/2019 0:00,30.906,41.687,12.375,49.5,0
9/14/2019 0:15,30.906,41.687,12.375,49.5,0.406
9/14/2019 0:30,30.906,41.687,12.375,49.5,0.406
9/14/2019 0:45,30.906,43.125,12.375,49.5,0.406
9/14/2019 1:00,30.906,44.844002,12.375,49.5,0.625
9/14/2019 1:15,30.906,45.312,12.375,49.5,1.156
9/14/2019 1:30,30.906,45.312,12.375,49.5,1.156
9/14/2019 1:45,30.906,45.312,12.375,49.5,1.844
9/14/2019 2:00,30.906,45.312,12.375,49.5,2.344
9/14/2019 2:15,30.906,45.312,12.375,49.5,2.844
9/14/2019 2:30,30.906,45.312,12.375,49.5,2.844
9/14/2019 2:45,30.906,45.312,12.375,49.5,3.594
9/14/2019 3:00,30.906,45.312,12.375,49.5,4.312
9/14/2019 3:15,30.906,45.312,12.375,49.5,6.125
9/14/2019 3:30,30.906,45.312,12.375,49.5,7.062
9/14/2019 3:45,30.906,45.312,12.344,49.5,7.875
9/14/2019 4:00,30.906,45.344002,12.344,49.5,8.594
9/14/2019 4:15,30.906,45.344002,12.344,49.5,9.625
9/14/2019 4:30,30.906,45.344002,12.344,49.5,11.437
9/14/2019 4:45,30.906,45.344002,12.344,49.5,12.25
9/14/2019 5:00,30.906,45.344002,12.344,49.5,13.062
9/14/2019 5:15,30.906,45.344002,12.344,49.5,13.781
9/14/2019 5:30,30.906,45.344002,12.344,49.5,14.5
9/14/2019 5:45,30.906,45.344002,12.344,49.5,14.5
9/14/2019 6:00,30.906,45.344002,12.344,49.5,14.5
9/14/2019 6:15,30.906,45.344002,12.344,49.5,14.781
9/14/2019 6:30,30.906,45.344002,12.344,49.5,14.781
9/14/2019 6:45,30.906,45.344002,12.344,49.5,14.781
9/14/2019 7:00,30.906,45.344002,12.344,49.5,14.781
9/14/2019 7:15,30.906,45.344002,12.344,49.5,14.781
9/14/2019 7:30,30.906,45.530998,12.344,49.5,14.781
9/14/2019 7:45,30.906,45.530998,12.344,49.5,14.781
9/14/2019 8:00,30.906,45.530998,12.375,49.5,14.781
9/14/2019 8:15,30.906,45.530998,12.375,49.5,14.781
9/14/2019 8:30,30.906,45.530998,12.375,49.5,14.781
9/14/2019 8:45,30.906,45.530998,12.375,49.5,14.781
9/14/2019 9:00,30.906,45.530998,12.375,49.5,14.781
9/14/2019 9:15,30.906,45.530998,12.375,49.5,14.781
9/14/2019 9:30,30.906,45.530998,12.375,49.5,14.781
9/14/2019 9:45,30.906,45.530998,12.375,49.5,14.812
9/14/2019 10:00,30.906,45.530998,12.375,49.5,14.812
9/14/2019 10:15,30.906,45.530998,12.375,49.5,14.812
9/14/2019 10:30,30.906,45.530998,12.375,49.5,14.812
9/14/2019 10:45,30.906,45.530998,12.375,49.5,14.812
9/14/2019 11:00,30.906,45.530998,13.187,49.5,14.812
9/14/2019 11:15,30.906,45.530998,13.187,49.5,14.812
9/14/2019 11:30,30.906,45.530998,13.187,49.5,14.812
9/14/2019 11:45,30.906,45.530998,13.187,49.5,14.812
9/14/2019 12:00,30.906,45.530998,13.562,49.5,14.812
9/14/2019 12:15,30.906,45.530998,13.562,49.5,14.812
9/14/2019 12:30,30.906,45.530998,13.562,49.5,14.812
9/14/2019 12:45,30.906,45.530998,13.562,49.5,14.812
9/14/2019 13:00,30.906,45.530998,13.875,49.5,14.812
9/14/2019 13:15,30.906,45.530998,13.875,49.5,14.812
9/14/2019 13:30,30.906,45.530998,15.437,49.5,14.812
9/14/2019 13:45,30.906,45.530998,15.437,49.5,14.812
9/14/2019 14:00,30.906,45.530998,15.937,49.5,14.812
9/14/2019 14:15,30.906,45.530998,16.344,49.5,14.812
9/14/2019 14:30,30.906,45.530998,17.156,49.5,14.812
9/14/2019 14:45,30.906,45.530998,17.875,49.5,14.812
9/14/2019 15:00,30.906,45.530998,18.281,49.5,14.812
9/14/2019 15:15,30.906,45.530998,18.281,49.5,15.406
9/14/2019 15:30,30.906,45.530998,18.594,49.5,15.719
9/14/2019 15:45,30.906,45.530998,19,49.5,15.719
9/14/2019 16:00,30.906,45.530998,19,49.5,15.719
9/14/2019 16:15,30.906,45.530998,19.5,49.5,15.719
9/14/2019 16:30,30.906,45.530998,19.5,49.5,15.719
9/14/2019 16:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 17:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 17:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 17:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 17:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 18:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 18:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 18:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 18:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 19:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 19:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 19:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 19:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 20:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 20:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 20:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 20:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 21:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 21:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 21:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 21:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 22:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 22:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 22:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 22:45,30.906,45.530998,19.812,49.5,15.719
9/14/2019 23:00,30.906,45.530998,19.812,49.5,15.719
9/14/2019 23:15,30.906,45.530998,19.812,49.5,15.719
9/14/2019 23:30,30.906,45.530998,19.812,49.5,15.719
9/14/2019 23:45,30.906,45.530998,19.812,49.687,15.719
9/15/2019 0:00,30.906,45.530998,19.812,49.687,15.719
9/15/2019 0:15,30.906,45.530998,19.812,49.687,15.719
9/15/2019 0:30,30.906,45.530998,19.812,49.687,15.719
9/15/2019 0:45,30.906,45.530998,19.812,49.687,15.719
9/15/2019 1:00,30.906,45.530998,19.812,49.687,15.719
9/15/2019 1:15,30.906,45.530998,19.812,49.687,15.719
9/15/2019 1:30,30.906,45.530998,19.812,49.687,15.719
9/15/2019 1:45,30.906,45.530998,19.812,49.687,15.719
9/15/2019 2:00,30.906,45.530998,19.812,49.687,15.719
9/15/2019 2:15,30.906,45.530998,19.812,49.687,15.719
9/15/2019 2:30,30.906,45.530998,19.812,49.687,15.719
9/15/2019 2:45,30.906,45.530998,19.812,49.687,15.719
9/15/2019 3:00,30.906,45.530998,19.812,49.687,15.719
9/15/2019 3:15,30.906,45.530998,19.812,49.687,15.719
9/15/2019 3:30,30.906,45.530998,19.812,49.687,15.719
9/15/2019 3:45,30.906,45.530998,19.812,49.687,15.719
9/15/2019 4:00,30.906,45.530998,19.812,49.687,15.719
9/15/2019 4:15,30.906,45.530998,19.812,49.687,15.719
9/15/2019 4:30,30.906,45.530998,19.812,49.687,15.719
9/15/2019 4:45,30.906,45.530998,19.812,49.687,15.719
9/15/2019 5:00,30.875,45.530998,19.812,49.687,15.719
9/15/2019 5:15,30.875,45.530998,19.812,49.687,15.719
9/15/2019 5:30,30.875,45.530998,19.812,49.687,15.719
9/15/2019 5:45,30.875,45.530998,19.812,49.687,15.719
9/15/2019 6:00,30.875,45.530998,19.812,49.687,15.719
9/15/2019 6:15,30.875,45.530998,19.812,49.687,15.719
9/15/2019 6:30,30.875,45.530998,19.812,49.687,15.719
9/15/2019 6:45,30.875,45.530998,19.812,0,15.719
9/15/2019 7:00,30.875,45.530998,19.812,0,15.719
9/15/2019 7:15,30.875,45.530998,19.812,0.719,15.719
9/15/2019 7:30,30.875,45.530998,19.812,1.344,15.719
9/15/2019 7:45,30.906,45.530998,19.812,1.969,15.719
9/15/2019 8:00,30.906,45.530998,19.812,2.875,15.719
9/15/2019 8:15,30.906,45.530998,19.812,3.781,15.719
9/15/2019 8:30,30.906,45.530998,19.812,5.312,15.719
9/15/2019 8:45,30.906,45.530998,19.812,5.312,15.719
9/15/2019 9:00,30.906,45.530998,19.812,5.937,15.719
9/15/2019 9:15,30.906,45.530998,19.812,6.844,15.719
9/15/2019 9:30,30.906,45.530998,19.812,7.562,15.719
9/15/2019 9:45,30.906,45.530998,19.812,8.281,15.719
9/15/2019 10:00,30.906,45.530998,19.812,9,15.719
9/15/2019 10:15,30.906,45.530998,19.812,9.687,15.719
9/15/2019 10:30,30.906,45.530998,19.812,9.687,15.719
9/15/2019 10:45,30.906,45.530998,19.812,9.906,15.719
9/15/2019 11:00,30.906,45.530998,19.812,9.906,15.719
9/15/2019 11:15,30.906,45.530998,19.812,9.906,15.719
9/15/2019 11:30,30.906,45.530998,19.812,9.906,15.719
9/15/2019 11:45,30.906,45.530998,19.812,9.906,15.719
9/15/2019 12:00,30.906,45.530998,19.812,9.906,15.719
9/15/2019 12:15,30.906,45.530998,19.812,9.906,15.719
9/15/2019 12:30,30.906,45.530998,19.812,9.906,15.719
9/15/2019 12:45,30.906,45.530998,19.812,9.906,15.719
9/15/2019 13:00,30.906,45.530998,19.812,9.906,15.719
9/15/2019 13:15,30.906,45.530998,19.812,9.906,15.719
9/15/2019 13:30,30.906,45.530998,19.812,9.906,15.719
9/15/2019 13:45,30.906,45.530998,19.812,9.906,15.719
9/15/2019 14:00,30.906,45.530998,19.812,10.125,15.719
9/15/2019 14:15,30.906,45.530998,19.812,10.125,15.719
9/15/2019 14:30,30.906,45.530998,19.812,10.125,15.719
9/15/2019 14:45,30.906,45.530998,19.812,10.125,15.719
9/15/2019 15:00,30.906,45.530998,19.812,10.125,15.719
9/15/2019 15:15,30.906,45.530998,19.812,10.125,15.719
9/15/2019 15:30,30.906,45.530998,19.812,10.125,15.719
9/15/2019 15:45,30.906,45.530998,19.812,10.125,15.719
9/15/2019 16:00,30.906,45.530998,19.812,10.312,15.719
9/15/2019 16:15,30.906,45.530998,19.812,10.312,15.719
9/15/2019 16:30,30.906,45.530998,19.812,10.312,15.719
9/15/2019 16:45,30.906,45.530998,19.812,10.312,15.719
9/15/2019 17:00,30.906,45.530998,19.812,10.312,15.719
9/15/2019 17:15,30.906,45.530998,19.812,10.312,15.719
9/15/2019 17:30,30.906,45.530998,19.812,10.312,15.719
9/15/2019 17:45,30.906,45.530998,19.812,10.312,15.719
9/15/2019 18:00,30.906,45.530998,19.812,10.312,15.719
9/15/2019 18:15,30.906,45.530998,19.812,10.312,15.719
9/15/2019 18:30,30.906,45.530998,19.812,10.312,15.719
9/15/2019 18:45,30.906,45.530998,19.812,10.312,15.719
9/15/2019 19:00,30.906,45.530998,19.812,10.312,15.719
9/15/2019 19:15,30.906,45.530998,19.812,10.312,15.719
9/15/2019 19:30,30.906,45.530998,19.812,10.312,15.719
9/15/2019 19:45,30.906,45.530998,19.812,10.312,15.75
9/15/2019 20:00,30.906,45.530998,19.812,10.312,15.75
9/15/2019 20:15,30.906,45.530998,19.812,10.312,15.75
9/15/2019 20:30,30.906,45.530998,19.812,10.312,15.75
9/15/2019 20:45,30.906,45.530998,19.812,10.312,15.75
9/15/2019 21:00,30.906,45.530998,19.812,10.312,15.75
9/15/2019 21:15,30.906,45.530998,19.812,10.312,15.75
9/15/2019 21:30,30.906,45.530998,19.812,10.312,15.75
9/15/2019 21:45,30.906,45.530998,19.812,10.312,15.75
9/15/2019 22:00,30.906,45.530998,19.812,10.312,15.75
9/15/2019 22:15,30.906,45.530998,19.812,10.312,15.75
9/15/2019 22:30,30.906,45.530998,19.812,10.312,15.75
9/15/2019 22:45,30.906,45.530998,19.812,10.312,15.719
9/15/2019 23:00,30.906,45.530998,19.812,10.312,15.719
9/15/2019 23:15,30.906,45.530998,19.812,10.312,15.719
9/15/2019 23:30,30.906,45.530998,19.812,10.312,15.719
9/15/2019 23:45,30.906,45.530998,19.812,10.312,15.719
9/16/2019 0:00,30.906,45.530998,19.812,10.312,15.719
9/16/2019 0:15,30.906,45.530998,19.812,10.312,15.719
9/16/2019 0:30,30.906,45.530998,19.812,10.312,15.719
9/16/2019 0:45,30.906,45.530998,19.812,10.312,15.719
9/16/2019 1:00,30.906,45.530998,19.812,10.312,15.719
9/16/2019 1:15,30.906,45.530998,19.812,10.312,15.719
9/16/2019 1:30,30.906,45.530998,19.812,10.312,15.719
9/16/2019 1:45,30.906,45.530998,19.812,10.312,15.719
9/16/2019 2:00,30.906,45.530998,19.812,10.312,15.719
9/16/2019 2:15,30.906,45.530998,19.812,10.312,15.719
9/16/2019 2:30,30.906,45.530998,19.812,10.312,15.719
9/16/2019 2:45,30.906,45.530998,19.812,10.312,15.719
9/16/2019 3:00,30.906,45.530998,19.812,10.312,15.719
9/16/2019 3:15,30.906,45.530998,19.812,10.312,15.719
9/16/2019 3:30,30.906,45.530998,19.812,10.312,15.719
9/16/2019 3:45,30.906,45.530998,19.812,10.312,15.719
9/16/2019 4:00,30.906,45.530998,19.812,10.312,15.937
9/16/2019 4:15,30.906,45.530998,19.812,10.312,15.937
9/16/2019 4:30,30.906,45.530998,19.812,10.312,16.344
9/16/2019 4:45,30.906,45.530998,19.812,10.312,16.344
9/16/2019 5:00,30.906,45.530998,19.812,10.312,16.75
9/16/2019 5:15,30.906,45.530998,19.812,10.312,16.75
9/16/2019 5:30,30.906,45.530998,19.812,10.312,17.156
9/16/2019 5:45,30.906,45.530998,19.812,10.312,17.156
9/16/2019 6:00,30.906,45.530998,19.812,10.312,17.156
9/16/2019 6:15,30.906,45.530998,19.812,10.312,17.156
9/16/2019 6:30,30.906,45.530998,19.812,10.312,17.25
9/16/2019 6:45,30.906,45.530998,19.812,10.312,17.25
9/16/2019 7:00,30.906,45.530998,19.812,10.312,17.656
9/16/2019 7:15,30.906,45.530998,19.812,10.312,17.656
9/16/2019 7:30,30.906,45.530998,19.812,10.312,17.969
9/16/2019 7:45,30.906,45.530998,19.812,10.312,17.969
9/16/2019 8:00,30.906,45.530998,19.812,10.312,18.375
9/16/2019 8:15,30.906,45.530998,19.812,10.312,18.375
9/16/2019 8:30,30.906,45.530998,19.812,10.312,18.781
9/16/2019 8:45,30.906,45.530998,19.812,10.312,18.781
9/16/2019 9:00,30.906,45.530998,19.812,10.312,19.281
9/16/2019 9:15,30.906,45.530998,19.812,10.312,19.687
9/16/2019 9:30,30.906,45.530998,19.812,10.312,19.687
9/16/2019 9:45,30.906,45.530998,19.812,10.312,19.687
9/16/2019 10:00,30.906,45.530998,19.812,10.312,19.687
9/16/2019 10:15,30.906,45.530998,19.812,10.312,19.687
9/16/2019 10:30,30.906,45.530998,19.812,10.312,19.687
9/16/2019 10:45,30.906,45.530998,19.812,10.312,19.687
9/16/2019 11:00,30.906,45.530998,19.812,10.312,19.687
9/16/2019 11:15,30.906,45.530998,19.812,10.312,20
9/16/2019 11:30,30.906,45.530998,19.812,10.312,20
9/16/2019 11:45,30.906,45.530998,19.812,10.312,20
9/16/2019 12:00,30.906,45.530998,19.812,10.312,20.219
9/16/2019 12:15,30.906,45.530998,19.812,10.5,20.219
9/16/2019 12:30,30.906,45.530998,19.812,10.5,20.219
9/16/2019 12:45,30.906,45.530998,19.812,10.5,20.219
9/16/2019 13:00,30.906,45.530998,19.812,10.719,20.219
9/16/2019 13:15,30.906,45.530998,19.812,10.719,20.219
9/16/2019 13:30,30.906,45.530998,19.812,10.719,20.219
9/16/2019 13:45,30.906,45.530998,19.812,11.031,20.219
9/16/2019 14:00,30.906,45.844002,19.812,11.031,20.219
9/16/2019 14:15,30.906,45.844002,19.812,11.531,20.219
9/16/2019 14:30,30.906,45.844002,19.812,11.844,20.219
9/16/2019 14:45,30.906,45.844002,19.812,11.844,20.219
9/16/2019 15:00,30.906,46.030998,19.812,11.844,20.219
9/16/2019 15:15,30.906,46.030998,19.812,11.844,20.219
9/16/2019 15:30,30.906,46.030998,19.812,11.844,20.219
9/16/2019 15:45,30.906,46.030998,19.812,12.25,20.219
9/16/2019 16:00,30.906,46.030998,19.812,12.781,20.219
9/16/2019 16:15,30.906,46.030998,19.812,12.781,20.312
9/16/2019 16:30,30.906,46.030998,19.812,13.156,20.312
9/16/2019 16:45,30.906,46.030998,19.812,13.156,20.312
9/16/2019 17:00,30.906,46.030998,19.812,13.156,20.312
9/16/2019 17:15,30.906,46.030998,19.812,13.156,20.312
9/16/2019 17:30,30.906,46.030998,19.812,13.156,20.312
9/16/2019 17:45,30.906,46.030998,19.812,13.156,20.312
9/16/2019 18:00,30.906,46.030998,19.812,13.156,20.312
9/16/2019 18:15,30.906,46.030998,19.812,13.156,20.312
9/16/2019 18:30,30.906,46.030998,19.812,13.156,20.312
9/16/2019 18:45,30.906,46.030998,19.812,13.156,20.312
9/16/2019 19:00,30.906,46.030998,19.812,13.156,20.312
9/16/2019 19:15,30.906,46.155998,19.812,13.156,20.312
9/16/2019 19:30,30.906,46.155998,19.812,13.375,20.312
9/16/2019 19:45,30.906,46.155998,19.812,13.375,20.312
9/16/2019 20:00,31.094,46.155998,19.812,13.594,20.312
9/16/2019 20:15,31.094,46.155998,19.812,13.594,20.312
9/16/2019 20:30,31.094,46.155998,19.812,13.594,20.312
9/16/2019 20:45,31.094,46.155998,19.812,13.594,20.312
9/16/2019 21:00,31.094,46.155998,19.812,13.594,20.312
9/16/2019 21:15,31.094,46.155998,19.812,13.594,20.406
9/16/2019 21:30,31.094,46.155998,19.812,13.875,20.406
9/16/2019 21:45,31.094,46.155998,19.812,13.875,20.406
9/16/2019 22:00,31.094,46.155998,19.812,14.5,20.406
9/16/2019 22:15,31.094,46.155998,19.812,14.5,20.531
9/16/2019 22:30,31.094,46.155998,19.812,14.5,20.531
9/16/2019 22:45,31.094,46.155998,19.812,14.812,20.531
9/16/2019 23:00,31.094,46.155998,19.812,14.812,20.531
9/16/2019 23:15,31.094,46.155998,19.812,14.812,20.531
9/16/2019 23:30,31.094,46.155998,19.812,14.812,20.531
9/16/2019 23:45,31.094,46.155998,19.812,14.812,20.531
9/17/2019 0:00,31.094,46.155998,19.812,14.812,20.531
9/17/2019 0:15,31.094,46.155998,19.812,14.812,20.531
